accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sensor,timestamp
0.0,0.0,0.0,-0.025045475,0.05513059,-0.05222898,1.0,0.0,0.0,0.0,gyroscope,245484924263178
0.0,0.0,0.0,0.0,0.0,0.0,0.37495953,-0.704173,0.49691635,-0.34149638,rotation_vector,245484924263178
0.0,0.0,0.0,0.0,0.0,0.0,0.3756258,-0.70392525,0.49706316,-0.3410614,rotation_vector,245484904319983
0.0,0.0,0.0,-0.028099801,0.06093381,-0.02321288,1.0,0.0,0.0,0.0,gyroscope,245484944206375
0.0,0.0,0.0,-0.023365596,0.061086524,0.0062613687,1.0,0.0,0.0,0.0,gyroscope,245484964103794
0.0,0.0,0.0,0.0,0.0,0.0,0.37436807,-0.70424753,0.49697936,-0.34189984,rotation_vector,245484944206375
0.0,0.0,0.0,0.0,0.0,0.0,0.37385273,-0.7041714,0.4972842,-0.34217712,rotation_vector,245484964103794
-0.28018796,0.16836166,-0.08242321,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245484944206375
-0.30656362,0.17595196,-0.056571007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245484964103794
0.0,0.0,0.0,0.0,0.0,0.0,0.37293524,-0.70364225,0.49843085,-0.3425985,rotation_vector,245485004005446
0.0,0.0,0.0,0.0,0.0,0.0,0.3715017,-0.702073,0.50150967,-0.3428821,rotation_vector,245485063896070
-0.14822054,0.23768902,-0.043349743,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245485083793489
0.0,0.0,0.0,0.0,0.0,0.0,0.37079278,-0.700623,0.50394785,-0.34304047,rotation_vector,245485103690910
0.0,0.0,0.0,-0.0290161,0.06994407,0.025503624,1.0,0.0,0.0,0.0,gyroscope,245484984001215
-0.2792244,0.20227909,-0.08226681,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245484984001215
-0.26507634,0.20355415,-0.10903168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245485004005446
0.0,0.0,0.0,0.0,0.0,0.0,0.37344787,-0.70394725,0.49773672,-0.3424226,rotation_vector,245484984001215
0.0,0.0,0.0,-0.045662176,0.07880162,0.047647487,1.0,0.0,0.0,0.0,gyroscope,245485004005446
0.0,0.0,0.0,-0.04841107,0.08399397,0.06841691,1.0,0.0,0.0,0.0,gyroscope,245485024009677
0.0,0.0,0.0,0.0,0.0,0.0,0.37237182,-0.70325404,0.4993504,-0.34266928,rotation_vector,245485024009677
-0.2085976,0.18283844,-0.08272982,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245485043952872
-0.26440924,0.23285198,-0.064775944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245485024009677
0.0,0.0,0.0,0.0,0.0,0.0,0.37187678,-0.70273787,0.50039256,-0.34274563,rotation_vector,245485043952872
0.0,0.0,0.0,-0.03894266,0.09117164,0.08582657,1.0,0.0,0.0,0.0,gyroscope,245485043952872
0.0,0.0,0.0,-0.035888333,0.09239337,0.106137834,1.0,0.0,0.0,0.0,gyroscope,245485083793489
0.0,0.0,0.0,-0.03268129,0.093004234,0.09697486,1.0,0.0,0.0,0.0,gyroscope,245485063896070
-0.18672276,0.24161148,-0.0329175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245485063896070
0.0,0.0,0.0,0.0,0.0,0.0,0.3711423,-0.7013659,0.50269324,-0.34298533,rotation_vector,245485083793489
0.0,0.0,0.0,-0.019547688,0.06612616,0.10720685,1.0,0.0,0.0,0.0,gyroscope,245485123649365
-0.089640915,0.12081528,-0.051799297,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245485123649365
0.0,0.0,0.0,0.0,0.0,0.0,0.37064108,-0.6998943,0.5050767,-0.34303176,rotation_vector,245485123649365
0.0,0.0,0.0,-0.029932396,0.08353582,0.10995574,1.0,0.0,0.0,0.0,gyroscope,245485103690910
-0.11041975,0.18226814,0.0014653206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245485103690910
-0.06392926,0.09497738,-0.08548164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245485143607819
0.0,0.0,0.0,-0.06887506,0.023823744,0.08246681,1.0,0.0,0.0,0.0,gyroscope,245485183585764
0.0,0.0,0.0,-0.035124753,0.05177083,0.10415252,1.0,0.0,0.0,0.0,gyroscope,245485143607819
0.0,0.0,0.0,-0.06307184,0.036193766,0.09560041,1.0,0.0,0.0,0.0,gyroscope,245485163596790
0.0,0.0,0.0,0.0,0.0,0.0,0.3705516,-0.69925964,0.5061026,-0.34291062,rotation_vector,245485143607819
-0.024987698,0.082042694,-0.076478004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,245485163596790
